r2_train,mse_train,r2_test,mse_test
0.9953967354915375,121152.88311658215,0.9499775153224126,1433851.1391605758
0.995599759378738,105080.94584833915,0.9682994697975253,962599.0227132968
0.995599759378738,105080.94584833915,0.9682994697975253,962599.0227132968
0.995599759378738,105080.94584833915,0.9682994697975253,962599.0227132968
0.995599759378738,105080.94584833915,0.9682994697975253,962599.0227132968
0.9953187141199636,117030.90221946737,0.9606260307489467,1053333.2160258412
